date	symbol	reportedCurrency	cik	fillingDate	acceptedDate	calendarYear	period	revenue	costOfRevenue	grossProfit	grossProfitRatio	researchAndDevelopmentExpenses	generalAndAdministrativeExpenses	sellingAndMarketingExpenses	sellingGeneralAndAdministrativeExpenses	otherExpenses	operatingExpenses	costAndExpenses	interestIncome	interestExpense	depreciationAndAmortization	ebitda	ebitdaratio	operatingIncome	operatingIncomeRatio	totalOtherIncomeExpensesNet	incomeBeforeTax	incomeBeforeTaxRatio	incomeTaxExpense	netIncome	netIncomeRatio	eps	epsdiluted	weightedAverageShsOut	weightedAverageShsOutDil	link	finalLink
1985-09-30	AAPL	USD	0000320193	1985-09-30	1985-09-30	1985	Q4	409700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1361300000	-3.32268	-1361300000.0	-3.32268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13837824000	13837824000		
1985-12-31	AAPL	USD	0000320193	1985-12-31	1985-12-31	1986	Q1	533900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	533900000	1.0	533900000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.00411	13837824000	13837824000		
1986-03-31	AAPL	USD	0000320193	1986-03-31	1986-03-31	1986	Q2	408900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	408900000	1.0	408900000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.00232	14033600000	14033600000		
1986-06-30	AAPL	USD	0000320193	1986-06-30	1986-06-30	1986	Q3	448300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	448300000	1.0	448300000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.00232	14260064000	14260064000		
1986-09-30	AAPL	USD	0000320193	1986-09-30	1986-09-30	1986	Q4	510800000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1117600000	-2.18794	-1117600000.0	-2.18794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14260064000	14260064000		
1986-12-31	AAPL	USD	0000320193	1986-12-31	1986-12-31	1987	Q1	662300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662300000	1.0	662300000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411	0.00411	14260064000	14260064000		
1987-03-31	AAPL	USD	0000320193	1987-03-31	1987-03-31	1987	Q2	575300000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	575300000	1.0	575300000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00232	0.00232	14028672000	14028672000		
1987-06-30	AAPL	USD	0000320193	1987-06-30	1987-06-30	1987	Q3	637100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	637100000	1.0	637100000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.00357	14028672000	14028672000		
1987-09-30	AAPL	USD	0000320193	1987-09-30	1987-09-30	1987	Q4	786500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1503100000	-1.91113	-1503100000.0	-1.91113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14063280000	14063280000		
1987-12-31	AAPL	USD	0000320193	1987-12-31	1987-12-31	1988	Q1	1042400000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1042400000	1.0	1042400000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.00821	14063280000	14063280000		
1988-03-31	AAPL	USD	0000320193	1988-03-31	1988-03-31	1988	Q2	867200000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	867200000	1.0	867200000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00554	0.00554	13946352000	13946352000		
1988-06-30	AAPL	USD	0000320193	1988-06-30	1988-06-30	1988	Q3	993100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	993100000	1.0	993100000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00643	0.00643	14622720000	14622720000		
1988-09-30	AAPL	USD	0000320193	1988-09-30	1988-09-30	1988	Q4	1168700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2282400000	-1.95294	-2282400000.0	-1.95294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14285264000	14285264000		
1988-12-31	AAPL	USD	0000320193	1988-12-31	1988-12-31	1989	Q1	1405100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1405100000	1.0	1405100000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00982	0.00982	14285264000	14285264000		
1989-03-31	AAPL	USD	0000320193	1989-03-31	1989-03-31	1989	Q2	1246900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1246900000	1.0	1246900000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00393	0.00393	14307664000	14307664000		
1989-06-30	AAPL	USD	0000320193	1989-06-30	1989-06-30	1989	Q3	1248200000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1248200000	1.0	1248200000.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00661	0.00661	13889792000	13889792000		
1989-09-30	AAPL	USD	0000320193	1989-09-30	1989-09-30	1989	Q4	1383700000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3266000000	-2.36034	-3266000000.0	-2.36034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14560000000	14560000000		
1989-12-31	AAPL	USD	0000320193	1989-12-31	1989-12-31	1990	Q1	1493400000	668500000.0	824900000.0	0.55236	0.0	0.0	0.0	587100000.0	47800000.0	634900000.0	1303400000.0	0.0	0.0	47800000.0	252400000	0.16901	190000000.0	0.12723	14600000.0	204600000.0	0.137	79800000.0	124800000.0	0.08357	0.00857	0.00857	14560000000	14560000000		
1990-03-31	AAPL	USD	0000320193	1990-03-31	1990-03-31	1990	Q2	1346200000	565300000.0	780900000.0	0.58008	0.0	0.0	0.0	537400000.0	44300000.0	581700000.0	1147000000.0	0.0	0.0	44200000.0	260300000	0.19336	199200000.0	0.14797	16900000.0	216100000.0	0.16053	84300000.0	131800000.0	0.09791	0.00929	0.00929	14193846154	14193846154		
1990-06-30	AAPL	USD	0000320193	1990-06-30	1990-06-30	1990	Q3	1364800000	578300000.0	786500000.0	0.57627	0.0	0.0	0.0	554300000.0	49900000.0	604200000.0	1182500000.0	0.0	0.0	49900000.0	246300000	0.18047	182300000.0	0.13357	14100000.0	196400000.0	0.1439	76600000.0	119800000.0	0.08778	0.00857	0.00857	13976666667	13976666667		
1990-09-30	AAPL	USD	0000320193	1990-09-30	1990-09-30	1990	Q4	1354100000	591400000.0	762700000.0	0.56325	0.0	0.0	0.0	561300000.0	60800000.0	622100000.0	1213500000.0	0.0	0.0	60800000.0	222200000	0.16409	140600000.0	0.10383	20800000.0	161400000.0	0.11919	62900000.0	98500000.0	0.07274	0.0075	0.0075	13168750000	13168750000		
1990-12-31	AAPL	USD	0000320193	1990-12-31	1990-12-31	1991	Q1	1675500000	767700000.0	907800000.0	0.54181	0.0	0.0	0.0	632300000.0	47100000.0	679400000.0	1447100000.0	0.0	0.0	47100000.0	289800000	0.17296	228400000.0	0.13632	14300000.0	242700000.0	0.14485	92200000.0	150500000.0	0.08982	0.01143	0.01143	13168750000	13168750000		
1991-03-31	AAPL	USD	0000320193	1991-03-31	1991-03-31	1991	Q2	1597700000	772700000.0	825000000.0	0.51637	0.0	0.0	0.0	592500000.0	45900000.0	638400000.0	1411100000.0	0.0	0.0	45900000.0	257400000	0.16111	186600000.0	0.11679	24900000.0	211500000.0	0.13238	80400000.0	131100000.0	0.08206	0.00964	0.00964	13595555556	13595555556		
1991-06-30	AAPL	USD	0000320193	1991-06-30	1991-06-30	1991	Q3	1528600000	774900000.0	753700000.0	0.49307	0.0	0.0	0.0	789100000.0	53400000.0	842500000.0	1617400000.0	0.0	0.0	53500000.0	-32100000	-0.021	-88800000.0	-0.05809	3200000.0	-85600000.0	-0.056	-32500000.0	-53100000.0	-0.03474	-0.00393	-0.00393	13516363636	13516363636		
1991-09-30	AAPL	USD	0000320193	1991-09-30	1991-09-30	1991	Q4	1507000000	794300000.0	712700000.0	0.47293	0.0	0.0	0.0	533500000.0	57900000.0	591400000.0	1385700000.0	0.0	0.0	57900000.0	188900000	0.12535	121300000.0	0.08049	9700000.0	131000000.0	0.08693	49800000.0	81200000.0	0.05388	0.0059	0.0059	13670588235	13670588235		
1991-12-31	AAPL	USD	0000320193	1991-12-31	1991-12-31	1992	Q1	1862600000	999600000.0	863000000.0	0.46333	0.0	0.0	0.0	550600000.0	49800000.0	600400000.0	1600000000.0	0.0	0.0	49800000.0	317600000	0.17051	262600000.0	0.14099	5200000.0	267800000.0	0.14378	101800000.0	166000000.0	0.08912	0.01214	0.01214	13670588235	13670588235		
1992-03-31	AAPL	USD	0000320193	1992-03-31	1992-03-31	1992	Q2	1716000000	910200000.0	805800000.0	0.46958	0.0	0.0	0.0	545100000.0	50300000.0	595400000.0	1505600000.0	0.0	0.0	50200000.0	268100000	0.15624	210400000.0	0.12261	7500000.0	217900000.0	0.12698	82800000.0	135100000.0	0.07873	0.00982	0.00982	13755636364	13755636364		
1992-06-30	AAPL	USD	0000320193	1992-06-30	1992-06-30	1992	Q3	1740200000	911700000.0	828500000.0	0.47609	0.0	0.0	0.0	570300000.0	57100000.0	627400000.0	1539100000.0	0.0	0.0	57200000.0	269600000	0.15492	201100000.0	0.11556	11300000.0	212400000.0	0.12205	80700000.0	131700000.0	0.07568	0.00964	0.00964	13657777778	13657777778		
1992-09-30	AAPL	USD	0000320193	1992-09-30	1992-09-30	1992	Q4	1767700000	952700000.0	815000000.0	0.46105	0.0	0.0	0.0	623400000.0	60000000.0	683400000.0	1636100000.0	0.0	0.0	60000000.0	217500000	0.12304	131600000.0	0.07445	25900000.0	157500000.0	0.0891	59900000.0	97600000.0	0.05521	0.0072	0.0072	13481791045	13481791045		
1992-12-31	AAPL	USD	0000320193	1992-12-31	1992-12-31	1993	Q1	2000300000	1150000000.0	850300000.0	0.42509	0.0	0.0	0.0	570100000.0	39400000.0	609500000.0	1759500000.0	0.0	0.0	39400000.0	299600000	0.14978	240800000.0	0.12038	19400000.0	260200000.0	0.13008	98900000.0	161300000.0	0.08064	0.01196	0.01196	13481791045	13481791045		
1993-03-31	AAPL	USD	0000320193	1993-03-31	1993-03-31	1993	Q2	1973900000	1172000000.0	801900000.0	0.40625	0.0	0.0	0.0	591700000.0	41100000.0	632800000.0	1804800000.0	0.0	0.0	42800000.0	221700000	0.11232	169100000.0	0.08567	9800000.0	178900000.0	0.09063	68000000.0	110900000.0	0.05618	0.00821	0.00821	13500869565	13500869565		
1993-06-30	AAPL	USD	0000320193	1993-06-30	1993-06-30	1993	Q3	1862000000	1214600000.0	647400000.0	0.34769	0.0	0.0	0.0	912700000.0	41400000.0	954100000.0	2168700000.0	0.0	0.0	41400000.0	-262300000	-0.14087	-306700000.0	-0.16472	3000000.0	-303700000.0	-0.1631	-115400000.0	-188300000.0	-0.10113	-0.01464	-0.01464	12859512195	12859512195		
1993-09-30	AAPL	USD	0000320193	1993-09-30	1993-09-30	1993	Q4	2140800000	1547900000.0	592900000.0	0.27695	0.0	0.0	0.0	543300000.0	42500000.0	585800000.0	2133700000.0	0.0	0.0	42500000.0	46900000	0.02191	7100000.0	0.00332	-2700000.0	4400000.0	0.00206	1700000.0	2700000.0	0.00126	0.00021	0.00021	13099072000	13099072000		
1993-12-31	AAPL	USD	0000320193	1993-12-31	1993-12-31	1994	Q1	2468854000	1876830000.0	592024000.0	0.2398	152612000.0	0.0	0.0	374705000.0	0.0	527317000.0	2404147000.0	0.0	0.0	42606000.0	107150000	0.0434	64707000.0	0.02621	-163000.0	64544000.0	0.02614	24526000.0	40018000.0	0.01621	0.00304	0.00304	13099072000	13099072000		
1994-04-01	AAPL	USD	0000320193	1994-04-01	1994-04-01	1994	Q2	2077000000	1578000000.0	499000000.0	0.24025	134000000.0	0.0	0.0	330000000.0	0.0	464000000.0	2042000000.0	8000000.0	8000000.0	38394000.0	74394000	0.03582	35000000.0	0.01685	-7000000.0	28000000.0	0.01348	11000000.0	17000000.0	0.00818	0.00134	0.00134	13321728000	13321728000		
1994-07-01	AAPL	USD	0000320193	1994-08-12	1994-08-12 00:00:00	1994	Q3	2149908000	1576036000.0	573872000.0	0.26693	135439000.0	0.0	0.0	332867000.0	0.0	468306000.0	2044342000.0	0.0	0.0	41338000.0	264081000	0.12283	232421000.0	0.10811	-9678000.0	222743000.0	0.10361	84642000.0	138101000.0	0.06424	0.01036	0.01036	13312320000	13312320000	https://www.sec.gov/Archives/edgar/data/320193/000032019394000013/0000320193-94-000013-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000013.txt
1994-09-30	AAPL	USD	0000320193	1994-12-13	1994-12-13 00:00:00	1994	Q4	2493286000	1814413000.0	678873000.0	0.27228	142110000.0	0.0	0.0	346352000.0	0.0	488462000.0	2302875000.0	0.0	0.0	45620000.0	230547000	0.09247	190411000.0	0.07637	-5484000.0	184927000.0	0.07417	70272000.0	114655000.0	0.04599	0.0084	0.0084	13619221056	13625472000	https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt
1994-12-30	AAPL	USD	0000320193	1995-02-09	1995-02-09 00:00:00	1995	Q1	2832000000	2018000000.0	814000000.0	0.28743	132000000.0	0.0	0.0	415000000.0	0.0	547000000.0	2565000000.0	0.0	0.0	38000000.0	337000000	0.119	284000000.0	0.10028	15000000.0	299000000.0	0.10558	111000000.0	188000000.0	0.06638	0.01384	0.01384	13619221056	13625472000	https://www.sec.gov/Archives/edgar/data/320193/000032019395000003/0000320193-95-000003-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000003.txt
1995-03-31	AAPL	USD	0000320193	1995-05-15	1995-05-15 00:00:00	1995	Q2	2652000000	1957000000.0	695000000.0	0.26207	143000000.0	0.0	0.0	386000000.0	0.0	529000000.0	2486000000.0	26000000.0	10000000.0	29000000.0	155000000	0.05845	166000000.0	0.06259	-50000000.0	116000000.0	0.04374	43000000.0	73000000.0	0.02753	0.00527	0.00527	13736128000	13736128000	https://www.sec.gov/Archives/edgar/data/320193/000032019395000008/0000320193-95-000008-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000008.txt
1995-06-30	AAPL	USD	0000320193	1995-08-11	1995-08-11 00:00:00	1995	Q3	2575000000	1847000000.0	728000000.0	0.28272	168000000.0	0.0	0.0	404000000.0	0.0	572000000.0	2419000000.0	32000000.0	16000000.0	37000000.0	217000000	0.08427	162000000.0	0.06291	2000000.0	164000000.0	0.06369	61000000.0	103000000.0	0.04	0.0075	0.0075	13798736000	13798736000	https://www.sec.gov/Archives/edgar/data/320193/000032019395000011/0000320193-95-000011-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000011.txt
1995-09-29	AAPL	USD	0000320193	1995-12-19	1995-12-19 00:00:00	1995	Q4	3003000000	2382000000.0	621000000.0	0.20679	171000000.0	0.0	0.0	378000000.0	0.0	549000000.0	2931000000.0	24000000.0	15000000.0	23000000.0	133000000	0.04429	72000000.0	0.02398	23000000.0	95000000.0	0.03164	35000000.0	60000000.0	0.01998	0.0044	0.0044	13775328000	13775328000	https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt
1995-12-29	AAPL	USD	0000320193	1996-02-12	1996-02-12 00:00:00	1996	Q1	3148000000	2673000000.0	475000000.0	0.15089	153000000.0	0.0	0.0	441000000.0	0.0	594000000.0	3267000000.0	17000000.0	17000000.0	42000000.0	-50000000	-0.01588	-119000000.0	-0.0378	10000000.0	-109000000.0	-0.03463	-40000000.0	-69000000.0	-0.02192	-0.005	-0.005	13775328000	13775328000	https://www.sec.gov/Archives/edgar/data/320193/000032019396000002/0000320193-96-000002-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000002.txt
1996-03-29	AAPL	USD	0000320193	1996-05-13	1996-05-13 00:00:00	1996	Q2	2185000000	2606000000.0	-421000000.0	-0.19268	150000000.0	0.0	0.0	404000000.0	0.0	554000000.0	3160000000.0	11000000.0	13000000.0	46000000.0	-1116000000	-0.51076	-1182000000.0	-0.54096	7000000.0	-1175000000.0	-0.53776	-435000000.0	-740000000.0	-0.33867	-0.05348	-0.05348	13849808000	13849808000	https://www.sec.gov/Archives/edgar/data/320193/000032019396000011/0000320193-96-000011-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000011.txt
1996-06-28	AAPL	USD	0000320193	1996-08-12	1996-08-12 00:00:00	1996	Q3	2179000000	1776000000.0	403000000.0	0.18495	155000000.0	0.0	0.0	364000000.0	0.0	519000000.0	2295000000.0	10000000.0	12000000.0	22000000.0	-17000000	-0.0078	-116000000.0	-0.05324	65000000.0	-51000000.0	-0.02341	-19000000.0	-32000000.0	-0.01469	-0.00232	-0.00232	13858320000	13858320000	https://www.sec.gov/Archives/edgar/data/320193/000032019396000018/0000320193-96-000018-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000018.txt
1996-09-27	AAPL	USD	0000320193	1996-12-19	1996-12-19 00:00:00	1996	Q4	2321000000	1810000000.0	511000000.0	0.22016	146000000.0	0.0	0.0	359000000.0	0.0	505000000.0	2315000000.0	22000000.0	18000000.0	46000000.0	104000000	0.04481	34000000.0	0.01465	6000000.0	40000000.0	0.01723	15000000.0	25000000.0	0.01077	0.0018	0.0018	13947584000	13947584000	https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt
1996-12-27	AAPL	USD	0000320193	1997-02-10	1997-02-10 00:00:00	1997	Q1	2129000000	1732000000.0	397000000.0	0.18647	149000000.0	0.0	0.0	372000000.0	0.0	521000000.0	2253000000.0	0.0	0.0	25000000.0	-95000000	-0.04462	-124000000.0	-0.05824	4000000.0	-120000000.0	-0.05636	0.0	-120000000.0	-0.05636	-0.00857	-0.00857	13947584000	13947584000	https://www.sec.gov/Archives/edgar/data/320193/000032019397000002/0000320193-97-000002-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000002.txt
1997-03-28	AAPL	USD	0000320193	1997-05-12	1997-05-12 00:00:00	1997	Q2	1601000000	1298000000.0	303000000.0	0.18926	516000000.0	0.0	0.0	348000000.0	0.0	864000000.0	2162000000.0	0.0	0.0	30000000.0	-678000000	-0.42349	-716000000.0	-0.44722	8000000.0	-708000000.0	-0.44222	0.0	-708000000.0	-0.44222	-0.05036	-0.05036	14068208000	14068208000	https://www.sec.gov/Archives/edgar/data/320193/000032019397000011/0000320193-97-000011-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000011.txt
1997-06-27	AAPL	USD	0000320193	1997-08-11	1997-08-11 00:00:00	1997	Q3	1737000000	1389000000.0	348000000.0	0.20035	101000000.0	0.0	0.0	307000000.0	0.0	408000000.0	1797000000.0	0.0	0.0	22000000.0	-34000000	-0.01957	-60000000.0	-0.03454	4000000.0	-56000000.0	-0.03224	0.0	-56000000.0	-0.03224	-0.00393	-0.00393	14168000000	14168000000	https://www.sec.gov/Archives/edgar/data/320193/000032019397000014/0000320193-97-000014-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-97-000014.txt
1997-09-26	AAPL	USD	0000320193	1997-12-05	1997-12-05 00:00:00	1997	Q4	1614000000	1294000000.0	320000000.0	0.19827	94000000.0	0.0	0.0	259000000.0	0.0	353000000.0	1647000000.0	0.0	0.0	41000000.0	-120000000	-0.07435	-170000000.0	-0.10533	9000000.0	-161000000.0	-0.09975	0.0	-161000000.0	-0.09975	-0.01123	-0.01028	14334768000	15661968000	https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html	https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt
1997-12-26	AAPL	USD	0000320193	1998-02-09	1998-02-09 00:00:00	1998	Q1	1578000000	1225000000.0	353000000.0	0.2237	79000000.0	0.0	0.0	234000000.0	0.0	313000000.0	1538000000.0	0.0	0.0	28000000.0	75000000	0.04753	40000000.0	0.02535	7000000.0	47000000.0	0.02978	0.0	47000000.0	0.02978	0.0033	0.00295	14334768000	15661968000	https://www.sec.gov/Archives/edgar/data/320193/000032019398000003/0000320193-98-000003-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-98-000003.txt
1998-03-27	AAPL	USD	0000320193	1998-05-11	1998-05-11 00:00:00	1998	Q2	1405000000	1056000000.0	349000000.0	0.2484	75000000.0	0.0	0.0	223000000.0	0.0	298000000.0	1354000000.0	0.0	0.0	28000000.0	87000000	0.06192	51000000.0	0.0363	8000000.0	59000000.0	0.04199	4000000.0	55000000.0	0.03915	0.00375	0.00339	14780528000	16342480000	https://www.sec.gov/Archives/edgar/data/320193/000032019398000006/0000320193-98-000006-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-98-000006.txt
1998-06-26	AAPL	USD	0000320193	1998-08-10	1998-08-10 00:00:00	1998	Q3	1402000000	1042000000.0	360000000.0	0.25678	83000000.0	0.0	0.0	216000000.0	0.0	299000000.0	1341000000.0	0.0	0.0	32000000.0	141000000	0.10057	61000000.0	0.04351	48000000.0	109000000.0	0.07775	8000000.0	101000000.0	0.07204	0.00679	0.0058	14903616000	19240032000	https://www.sec.gov/Archives/edgar/data/320193/000032019398000008/0000320193-98-000008-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-98-000008.txt
1998-09-25	AAPL	USD	0000320193	1998-09-25	1998-09-25	1998	Q4	1556000000	1139000000.0	417000000.0	0.26799	73000000.0	0.0	0.0	235000000.0	0.0	308000000.0	1447000000.0	0.0	0.0	23000000.0	137000000	0.08805	109000000.0	0.07005	5000000.0	114000000.0	0.07326	8000000.0	106000000.0	0.06812	0.007	0.0055	15150240000	19270944000		
1998-12-26	AAPL	USD	0000320193	1998-12-26	1998-12-26	1999	Q1	1710000000	1228000000.0	482000000.0	0.28187	76000000.0	0.0	0.0	279000000.0	0.0	355000000.0	1583000000.0	32000000.0	16000000.0	23000000.0	208000000	0.12164	127000000.0	0.07427	42000000.0	169000000.0	0.09883	17000000.0	152000000.0	0.08889	0.01	0.00848	15150240000	19270944000		
1999-03-27	AAPL	USD	0000320193	1999-05-11	1999-05-11 00:00:00	1999	Q2	1530000000	1127000000.0	403000000.0	0.2634	76000000.0	0.0	0.0	239000000.0	0.0	315000000.0	1442000000.0	0.0	0.0	24000000.0	177000000	0.11569	79000000.0	0.05163	74000000.0	153000000.0	0.1	18000000.0	135000000.0	0.08824	0.00884	0.0075	15273552000	19398848000	https://www.sec.gov/Archives/edgar/data/320193/000032019399000004/0000320193-99-000004-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-99-000004.txt
1999-06-26	AAPL	USD	0000320193	1999-08-06	1999-08-06 00:00:00	1999	Q3	1558000000	1131000000.0	427000000.0	0.27407	80000000.0	0.0	0.0	243000000.0	0.0	323000000.0	1454000000.0	0.0	0.0	19000000.0	248000000	0.15918	104000000.0	0.06675	125000000.0	229000000.0	0.14698	26000000.0	203000000.0	0.1303	0.01259	0.01071	16134048000	19560800000	https://www.sec.gov/Archives/edgar/data/320193/000032019399000009/0000320193-99-000009-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000320193-99-000009.txt
1999-09-25	AAPL	USD	0000320193	1999-12-22	1999-12-22 00:00:00	1999	Q4	1336000000	952000000.0	384000000.0	0.28743	82000000.0	0.0	0.0	235000000.0	0.0	317000000.0	1269000000.0	42000000.0	5000000.0	19000000.0	149000000	0.11153	49000000.0	0.03668	76000000.0	125000000.0	0.09356	14000000.0	111000000.0	0.08308	0.0062	0.0056	18036368000	19982704000	https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt
2000-01-01	AAPL	USD	0000320193	2000-01-01	2000-01-01	2000	Q1	2343000000	1736000000.0	607000000.0	0.25907	90000000.0	0.0	0.0	319000000.0	0.0	409000000.0	2145000000.0	47000000.0	5000000.0	20000000.0	299000000	0.12761	100000000.0	0.04268	174000000.0	274000000.0	0.11694	91000000.0	183000000.0	0.0781	0.01018	0.0092	18036368000	19982704000		
2000-04-01	AAPL	USD	0000320193	2000-05-11	2000-05-11 00:00:00	2000	Q2	1945000000	1396000000.0	549000000.0	0.28226	92000000.0	0.0	0.0	287000000.0	0.0	379000000.0	1775000000.0	0.0	0.0	21000000.0	340000000	0.17481	170000000.0	0.0874	149000000.0	319000000.0	0.16401	86000000.0	233000000.0	0.11979	0.01286	0.01143	18163264000	20383216000	https://www.sec.gov/Archives/edgar/data/320193/000091205700023442/0000912057-00-023442-index.html	https://www.sec.gov/Archives/edgar/data/320193/0000912057-00-023442.txt
2000-07-01	AAPL	USD	0000320193	2000-07-31	2000-07-31 00:00:00	2000	Q3	1825000000	1282000000.0	543000000.0	0.29753	97000000.0	0.0	0.0	278000000.0	0.0	375000000.0	1657000000.0	0.0	0.0	25000000.0	295000000	0.16164	168000000.0	0.09205	102000000.0	270000000.0	0.14795	70000000.0	200000000.0	0.10959	0.01107	0.00982	18202240000	20261752000	https://www.sec.gov/Archives/edgar/data/320193/000091205700033901/0000912057-00-033901-index.html	https://www.sec.gov/Archives/edgar/data/320193/000091205700033901/a10-q.txt
2000-09-30	AAPL	USD	0000320193	2000-12-14	2000-12-14 00:00:00	2000	Q4	1870000000	1403000000.0	467000000.0	0.24973	101000000.0	0.0	0.0	282000000.0	0.0	383000000.0	1786000000.0	59000000.0	6000000.0	18000000.0	253000000	0.13529	84000000.0	0.04492	145000000.0	229000000.0	0.12246	59000000.0	170000000.0	0.09091	0.009	0.009	18881520000	18881520000	https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html	https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt
2000-12-30	AAPL	USD	0000320193	2001-02-12	2001-02-12 00:00:00	2001	Q1	1007000000	1028000000.0	-21000000.0	-0.02085	102000000.0	0.0	0.0	297000000.0	0.0	399000000.0	1427000000.0	64000000.0	5000000.0	24000000.0	-254000000	-0.25223	-420000000.0	-0.41708	125000000.0	-295000000.0	-0.29295	-88000000.0	-195000000.0	-0.19364	-0.01036	-0.01036	18881520000	18881520000	https://www.sec.gov/Archives/edgar/data/320193/000091205701004642/0000912057-01-004642-index.html	https://www.sec.gov/Archives/edgar/data/320193/000091205701004642/a2038036z10-q.txt
